年,賞タイトル,賞,受賞・最終候補作,著者,出版,著者__受賞・最終候補作,key,追加日時,発表日,並べ順日付,ISBN10,複数受賞,calil,ImageURL,賞タイプ
2017,ミステリが読みたい!,国内編03,リボルバー・リリー,長浦京,,長浦京__リボルバー・リリー,2017_ミステリが読みたい!_国内編03_リボルバー・リリー_長浦京,,,1900/01/01,406220035X,3,https://calil.jp/book/406220035X,https://images-na.ssl-images-amazon.com/images/P/406220035X.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,国内編04,彼女がエスパーだったころ,宮内悠介,,宮内悠介__彼女がエスパーだったころ,2017_ミステリが読みたい!_国内編04_彼女がエスパーだったころ_宮内悠介,,,1900/01/01,4062199645,3,https://calil.jp/book/4062199645,https://images-na.ssl-images-amazon.com/images/P/4062199645.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,国内編05,静かな炎天,若竹七海,,若竹七海__静かな炎天,2017_ミステリが読みたい!_国内編05_静かな炎天_若竹七海,,,1900/01/01,4167906740,2,https://calil.jp/book/4167906740,https://images-na.ssl-images-amazon.com/images/P/4167906740.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,国内編06,鍵の掛かった男,有栖川有栖,,有栖川有栖__鍵の掛かった男,2017_ミステリが読みたい!_国内編06_鍵の掛かった男_有栖川有栖,,,1900/01/01,4344028333,4,https://calil.jp/book/4344028333,https://images-na.ssl-images-amazon.com/images/P/4344028333.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,国内編07,許されようとは思いません,芦沢央,,芦沢央__許されようとは思いません,2017_ミステリが読みたい!_国内編07_許されようとは思いません_芦沢央,,,1900/01/01,4103500816,4,https://calil.jp/book/4103500816,https://images-na.ssl-images-amazon.com/images/P/4103500816.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,国内編08,挑戦者たち,法月綸太郎,,法月綸太郎__挑戦者たち,2017_ミステリが読みたい!_国内編08_挑戦者たち_法月綸太郎,,,1900/01/01,4103502215,1,https://calil.jp/book/4103502215,https://images-na.ssl-images-amazon.com/images/P/4103502215.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,国内編10,アメリカ最後の実験,宮内悠介,,宮内悠介__アメリカ最後の実験,2017_ミステリが読みたい!_国内編10_アメリカ最後の実験_宮内悠介,,,1900/01/01,4103398116,2,https://calil.jp/book/4103398116,https://images-na.ssl-images-amazon.com/images/P/4103398116.09.LZZZZZZZ,候補
2017,ミステリが読みたい!,国内編09,聖女の毒杯 その可能性はすでに考えた,井上真偽,,井上真偽__聖女の毒杯 その可能性はすでに考えた,2017_ミステリが読みたい!_国内編09_聖女の毒杯 その可能性はすでに考えた_井上真偽,,,1900/01/01,4062990792,4,https://calil.jp/book/4062990792,https://images-na.ssl-images-amazon.com/images/P/4062990792.09.LZZZZZZZ,候補
2017,メフィスト賞,2017年第52回,誰かが見ている,宮西真冬,2017年4月,宮西真冬__誰かが見ている,2017_メフィスト賞_2017年第52回_誰かが見ている_宮西真冬,,,1900/01/01,4065225418,1,https://calil.jp/book/4065225418,https://images-na.ssl-images-amazon.com/images/P/4065225418.09.LZZZZZZZ,3受賞!
2017,メフィスト賞,2017年第54回,毎年、記憶を失う彼女の救いかた,望月拓海,2017年12月,望月拓海__毎年、記憶を失う彼女の救いかた,2017_メフィスト賞_2017年第54回_毎年、記憶を失う彼女の救いかた_望月拓海,,,1900/01/01,4062940930,1,https://calil.jp/book/4062940930,https://images-na.ssl-images-amazon.com/images/P/4062940930.09.LZZZZZZZ,3受賞!
2017,メフィスト賞,2017年第53回,NO推理、NO探偵？,柾木政宗,2017年9月,柾木政宗__NO推理、NO探偵？,2017_メフィスト賞_2017年第53回_NO推理、NO探偵？_柾木政宗,,,1900/01/01,4062991012,1,https://calil.jp/book/4062991012,https://images-na.ssl-images-amazon.com/images/P/4062991012.09.LZZZZZZZ,3受賞!
2017,鮎川哲也賞,第27回（2017年度）受賞,屍人荘の殺人,今村昌弘,2019年9月,今村昌弘__屍人荘の殺人,2017_鮎川哲也賞_第27回（2017年度）受賞_屍人荘の殺人_今村昌弘,,,1900/01/01,4488025552,6,https://calil.jp/book/4488025552,https://images-na.ssl-images-amazon.com/images/P/4488025552.09.LZZZZZZZ,3受賞!
2017,鮎川哲也賞,第27回（2017年度）優秀賞,だから殺せなかった,一本木透,2019年1月,一本木透__だから殺せなかった,2017_鮎川哲也賞_第27回（2017年度）優秀賞_だから殺せなかった_一本木透,,,1900/01/01,4488027873,1,https://calil.jp/book/4488027873,https://images-na.ssl-images-amazon.com/images/P/4488027873.09.LZZZZZZZ,4優秀賞!
2017,鮎川哲也賞,第27回（2017年度）候補,恋牡丹,戸田義長,2018年10月,戸田義長__恋牡丹,2017_鮎川哲也賞_第27回（2017年度）候補_恋牡丹_戸田義長,,,1900/01/01,4488436218,1,https://calil.jp/book/4488436218,https://images-na.ssl-images-amazon.com/images/P/4488436218.09.LZZZZZZZ,候補
2017,鮎川哲也賞,第27回（2017年度）候補,幽霊は時計仕掛け（幽霊たちの不在証明）,朝永理人,2020年3月,朝永理人__幽霊は時計仕掛け（幽霊たちの不在証明）,2017_鮎川哲也賞_第27回（2017年度）候補_幽霊は時計仕掛け_朝永理人,,,1900/01/01,429900258X,1,https://calil.jp/book/429900258X,https://images-na.ssl-images-amazon.com/images/P/429900258X.09.LZZZZZZZ,候補
2017,鮎川哲也賞,第27回（2017年度）候補,箱庭のふたり,亘二舟,,亘二舟__箱庭のふたり,2017_鮎川哲也賞_第27回（2017年度）候補_箱庭のふたり_亘二舟,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,鮎川哲也賞,第27回（2017年度）候補,空の底に咲く,梨江枯葉,,梨江枯葉__空の底に咲く,2017_鮎川哲也賞_第27回（2017年度）候補_空の底に咲く_梨江枯葉,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,横溝正史ミステリ&ホラー大賞,第37回（2017年度）大賞,該当作なし,なし,,なし__該当作なし,2017_横溝正史ミステリ&ホラー大賞_第37回（2017年度）大賞_該当なし_該当作なし,,,1900/01/01,n,0,https://calil.jp/book/n,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
2017,横溝正史ミステリ&ホラー大賞,第37回（2017年度）奨励賞,声も出せずに死んだんだ,長谷川也,2017年11月,長谷川也__声も出せずに死んだんだ,2017_横溝正史ミステリ&ホラー大賞_第37回（2017年度）奨励賞_声も出せずに死んだんだ_長谷川也,,,1900/01/01,4041061830,1,https://calil.jp/book/4041061830,https://images-na.ssl-images-amazon.com/images/P/4041061830.09.LZZZZZZZ,4奨励賞
2017,横溝正史ミステリ&ホラー大賞,第37回（2017年度）優秀賞,悪い夏,染井為人,2017年9月,染井為人__悪い夏,2017_横溝正史ミステリ&ホラー大賞_第37回（2017年度）優秀賞_悪い夏_染井為人,,,1900/01/01,4041098726,1,https://calil.jp/book/4041098726,https://images-na.ssl-images-amazon.com/images/P/4041098726.09.LZZZZZZZ,4優秀賞!
2017,横溝正史ミステリ&ホラー大賞,第37回（2017年度）候補,真紅の海 Water Dance,西式豊,,西式豊__真紅の海WaterDance,2017_横溝正史ミステリ&ホラー大賞_第37回（2017年度）候補_真紅の海 Water Dance_西式豊,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,横溝正史ミステリ&ホラー大賞,第37回（2017年度）候補,血迷うハイエナ,稲村進一,,稲村進一__血迷うハイエナ,2017_横溝正史ミステリ&ホラー大賞_第37回（2017年度）候補_血迷うハイエナ_稲村進一,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,河合隼雄物語賞・学芸賞,第5回（2017年）学芸賞,落語に花咲く仏教－宗教と芸能は共振する－,釈徹宗,朝日新聞出版,釈徹宗__落語に花咲く仏教－宗教と芸能は共振する－,2017_河合隼雄物語賞・学芸賞_第5回（2017年）学芸賞_落語に花咲く仏教－宗教と芸能は共振する－_釈徹宗,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2017,河合隼雄物語賞・学芸賞,第5回（2017年）物語賞,あひる,今村夏子,書肆侃侃房,今村夏子__あひる,2017_河合隼雄物語賞・学芸賞_第5回（2017年）物語賞_あひる_今村夏子,,,1900/01/01,486385241X,1,https://calil.jp/book/486385241X,https://images-na.ssl-images-amazon.com/images/P/486385241X.09.LZZZZZZZ,3受賞!
2017,芥川賞,158回（2017年下半期）,おらおらでひとりいぐも,若竹千佐子,,若竹千佐子__おらおらでひとりいぐも,2017_芥川賞_158回（2017年下半期）_おらおらでひとりいぐも_若竹千佐子,,,1900/01/01,4309026370,2,https://calil.jp/book/4309026370,https://images-na.ssl-images-amazon.com/images/P/4309026370.09.LZZZZZZZ,3受賞!
2017,芥川賞,157回（2017年上半期）,影裏,沼田真佑,,沼田真佑__影裏,2017_芥川賞_157回（2017年上半期）_影裏_沼田真佑,,,1900/01/01,4163907289,2,https://calil.jp/book/4163907289,https://images-na.ssl-images-amazon.com/images/P/4163907289.09.LZZZZZZZ,3受賞!
2017,芥川賞,158回（2017年下半期）,百年泥,石井遊佳,,石井遊佳__百年泥,2017_芥川賞_158回（2017年下半期）_百年泥_石井遊佳,,,1900/01/01,4103515317,2,https://calil.jp/book/4103515317,https://images-na.ssl-images-amazon.com/images/P/4103515317.09.LZZZZZZZ,3受賞!
2017,角川春樹小説賞,第9回（2017年）受賞,乱世をゆけ,佐々木功,2017年9月,佐々木功__乱世をゆけ,2017_角川春樹小説賞_第9回（2017年）受賞_乱世をゆけ_佐々木功,,,1900/01/01,4758413118,1,https://calil.jp/book/4758413118,https://images-na.ssl-images-amazon.com/images/P/4758413118.09.LZZZZZZZ,3受賞!
2017,角川春樹小説賞,第9回（2017年）最終候補,宿儺村奇譚（勾玉の巫女と乱世の覇王）,高代亞樹,2018年3月,高代亞樹__宿儺村奇譚（勾玉の巫女と乱世の覇王）,2017_角川春樹小説賞_第9回（2017年）最終候補_宿儺村奇譚_高代亞樹,,,1900/01/01,4758441545,1,https://calil.jp/book/4758441545,https://images-na.ssl-images-amazon.com/images/P/4758441545.09.LZZZZZZZ,候補
2017,角川春樹小説賞,第9回（2017年）最終候補,薩摩無名もんがたり,水無月神野,,水無月神野__薩摩無名もんがたり,2017_角川春樹小説賞_第9回（2017年）最終候補_薩摩無名もんがたり_水無月神野,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,吉川英治文学賞,第51回/2017年,大雪物語,藤田宜永,,藤田宜永__大雪物語,2017_吉川英治文学賞_第51回/2017年_大雪物語_藤田宜永,,,1900/01/01,4065181011,1,https://calil.jp/book/4065181011,https://images-na.ssl-images-amazon.com/images/P/4065181011.09.LZZZZZZZ,3受賞!
2017,吉川英治文学新人賞,第38回（2017年）受賞,彼女がエスパーだったころ,宮内悠介,,宮内悠介__彼女がエスパーだったころ,2017_吉川英治文学新人賞_第38回（2017年）受賞_彼女がエスパーだったころ_宮内悠介,,,1900/01/01,4062199645,3,https://calil.jp/book/4062199645,https://images-na.ssl-images-amazon.com/images/P/4062199645.09.LZZZZZZZ,3受賞!
2017,吉川英治文学新人賞,第38回（2017年）受賞,ミッドナイト・ジャーナル,本城雅人,,本城雅人__ミッドナイト・ジャーナル,2017_吉川英治文学新人賞_第38回（2017年）受賞_ミッドナイト・ジャーナル_本城雅人,,,1900/01/01,4062198991,1,https://calil.jp/book/4062198991,https://images-na.ssl-images-amazon.com/images/P/4062198991.09.LZZZZZZZ,3受賞!
2017,吉川英治文学新人賞,第38回（2017年）候補,許されようとは思いません,芦沢央,,芦沢央__許されようとは思いません,2017_吉川英治文学新人賞_第38回（2017年）候補_許されようとは思いません_芦沢央,,,1900/01/01,4103500816,4,https://calil.jp/book/4103500816,https://images-na.ssl-images-amazon.com/images/P/4103500816.09.LZZZZZZZ,候補
2017,吉川英治文学新人賞,第38回（2017年）候補,天下一の軽口男,木下昌輝,,木下昌輝__天下一の軽口男,2017_吉川英治文学新人賞_第38回（2017年）候補_天下一の軽口男_木下昌輝,,,1900/01/01,4344029267,1,https://calil.jp/book/4344029267,https://images-na.ssl-images-amazon.com/images/P/4344029267.09.LZZZZZZZ,候補
2017,吉川英治文学新人賞,第38回（2017年）候補,罪の声,塩田武士,,塩田武士__罪の声,2017_吉川英治文学新人賞_第38回（2017年）候補_罪の声_塩田武士,,,1900/01/01,4062199831,4,https://calil.jp/book/4062199831,https://images-na.ssl-images-amazon.com/images/P/4062199831.09.LZZZZZZZ,候補
2017,吉川英治文学新人賞,第38回（2017年）候補,コクーン,葉真中顕,,葉真中顕__コクーン,2017_吉川英治文学新人賞_第38回（2017年）候補_コクーン_葉真中顕,,,1900/01/01,4334911242,1,https://calil.jp/book/4334911242,https://images-na.ssl-images-amazon.com/images/P/4334911242.09.LZZZZZZZ,候補
2017,江戸川乱歩賞,第63回（2017年度）候補,夜のトリケラトプス,山田風太,,山田風太__夜のトリケラトプス,2017_江戸川乱歩賞_第63回（2017年度）候補_夜のトリケラトプス_山田風太,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,江戸川乱歩賞,第63回（2017年度）候補,古傷同志,牧本圭太,,牧本圭太__古傷同志,2017_江戸川乱歩賞_第63回（2017年度）候補_古傷同志_牧本圭太,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,江戸川乱歩賞,第63回（2017年度）候補,バイオスフィア3,栁沼庸介,,栁沼庸介__バイオスフィア3,2017_江戸川乱歩賞_第63回（2017年度）候補_バイオスフィア3_栁沼庸介,,,1900/01/01,,2,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,江戸川乱歩賞,第63回（2017年度）候補,タンポポの種は蒔いてはいけない,竹原千尋,,竹原千尋__タンポポの種は蒔いてはいけない,2017_江戸川乱歩賞_第63回（2017年度）候補_タンポポの種は蒔いてはいけない_竹原千尋,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,江戸川乱歩賞,第63回（2017年度）候補,アップルピッキング,光月涼那,,光月涼那__アップルピッキング,2017_江戸川乱歩賞_第63回（2017年度）候補_アップルピッキング_光月涼那,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2017,講談社ラノベ文庫新人賞,第7回（2017年）優秀賞,夢の続きを。（おいなりさんは恋をする）,相原慶,,相原慶__夢の続きを。（おいなりさんは恋をする）,2017_講談社ラノベ文庫新人賞_第7回（2017年）優秀賞_夢の続きを。（おいなりさんは恋をする）_相原慶,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,4優秀賞!
