著者__受賞作,著者,受賞作,ISBN10,ImageURL,賞名,Calil
南海遊__永劫館超連続殺人事件 魔女はＸと死ぬことにした,南海遊,永劫館超連続殺人事件 魔女はＸと死ぬことにした,406535143X,https://images-na.ssl-images-amazon.com/images/P/406535143X.09.LZZZZZZZ,2025_本格ミステリ・ベスト10_国内05_永劫館超連続殺人事件 魔女はＸと死ぬことにした_南海遊,https://calil.jp/book/406535143X
イーデン・フィルポッツ__孔雀屋敷,イーデン・フィルポッツ,孔雀屋敷,4488111076,https://images-na.ssl-images-amazon.com/images/P/4488111076.09.LZZZZZZZ,2025_本格ミステリ・ベスト10_海外10_孔雀屋敷_イーデン・フィルポッツ,https://calil.jp/book/4488111076
サイモン・モックラー__極夜の灰,サイモン・モックラー,極夜の灰,4488126111,https://images-na.ssl-images-amazon.com/images/P/4488126111.09.LZZZZZZZ,2025_本格ミステリ・ベスト10_海外09_極夜の灰_サイモン・モックラー,https://calil.jp/book/4488126111
マーティン・エドワーズ__モルグ館の客人,マーティン・エドワーズ,モルグ館の客人,4151856528,https://images-na.ssl-images-amazon.com/images/P/4151856528.09.LZZZZZZZ,2025_本格ミステリ・ベスト10_海外08_モルグ館の客人_マーティン・エドワーズ,https://calil.jp/book/4151856528
ガレス・ルービン__ターングラス,ガレス・ルービン,ターングラス,4152103620,https://images-na.ssl-images-amazon.com/images/P/4152103620.09.LZZZZZZZ,2025_本格ミステリ・ベスト10_海外07_ターングラス_ガレス・ルービン,https://calil.jp/book/4152103620
クリスティン・ペリン__白薔薇殺人事件,クリスティン・ペリン,白薔薇殺人事件,4488239056,https://images-na.ssl-images-amazon.com/images/P/4488239056.09.LZZZZZZZ,2025_本格ミステリ・ベスト10_海外06_白薔薇殺人事件_クリスティン・ペリン,https://calil.jp/book/4488239056
櫻田智也__六色の蛹,櫻田智也,六色の蛹,4488029035,https://images-na.ssl-images-amazon.com/images/P/4488029035.09.LZZZZZZZ,2025_このミステリーがすごい!_国内10_六色の蛹_櫻田智也,https://calil.jp/book/4488029035
阿津川辰海__バーニング・ダンサー,阿津川辰海,バーニング・ダンサー,404114177X,https://images-na.ssl-images-amazon.com/images/P/404114177X.09.LZZZZZZZ,2025_このミステリーがすごい!_国内08_バーニング・ダンサー_阿津川辰海,https://calil.jp/book/404114177X
潮谷験__伯爵と三つの棺,潮谷験,伯爵と三つの棺,4065361753,https://images-na.ssl-images-amazon.com/images/P/4065361753.09.LZZZZZZZ,2025_このミステリーがすごい!_国内05_伯爵と三つの棺_潮谷験,https://calil.jp/book/4065361753
シャロン・ボルトン__身代わりの女,シャロン・ボルトン,身代わりの女,4102405410,https://images-na.ssl-images-amazon.com/images/P/4102405410.09.LZZZZZZZ,2025_このミステリーがすごい!_海外09_身代わりの女_シャロン・ボルトン,https://calil.jp/book/4102405410
マット・ラフ__魂に秩序を,マット・ラフ,魂に秩序を,410240581X,https://images-na.ssl-images-amazon.com/images/P/410240581X.09.LZZZZZZZ,2025_このミステリーがすごい!_海外08_魂に秩序を_マット・ラフ,https://calil.jp/book/410240581X
麻田雅文__日ソ戦争 帝国日本最後の戦い,麻田雅文,日ソ戦争 帝国日本最後の戦い,4121027981,https://images-na.ssl-images-amazon.com/images/P/4121027981.09.LZZZZZZZ,2024_司馬遼太郎賞_2024年（令和6年）第28回_日ソ戦争 帝国日本最後の戦い_麻田雅文,https://calil.jp/book/4121027981
犬飼六岐__火の神の砦,犬飼六岐,火の神の砦,4163918264,https://images-na.ssl-images-amazon.com/images/P/4163918264.09.LZZZZZZZ,2024_舟橋聖一文学賞_第18回（2024年度）受賞_火の神の砦_犬飼六岐,https://calil.jp/book/4163918264
結城真一郎__難問の多い料理店,結城真一郎,難問の多い料理店,4087718700,https://images-na.ssl-images-amazon.com/images/P/4087718700.09.LZZZZZZZ,2025_ミステリが読みたい!_国内編10_難問の多い料理店_結城真一郎,https://calil.jp/book/4087718700
奥泉光__虚史のリズム,奥泉光,虚史のリズム,4087718395,https://images-na.ssl-images-amazon.com/images/P/4087718395.09.LZZZZZZZ,2025_ミステリが読みたい!_国内編07_虚史のリズム_奥泉光,https://calil.jp/book/4087718395
なし__該当作なし,なし,該当作なし,n,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_小学館ジュニア文庫 小説賞_第10回（2024年度）大賞_該当作なし_なし,
小倉はん__少し見えてるブラザーズ,小倉はん,少し見えてるブラザーズ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_小学館ジュニア文庫 小説賞_第10回（2024年度）金賞_少し見えてるブラザーズ_小倉はん,https://calil.jp/search?q=%E5%B0%8F%E5%80%89%E3%81%AF%E3%82%93%20%E5%B0%91%E3%81%97%E8%A6%8B%E3%81%88%E3%81%A6%E3%82%8B%E3%83%96%E3%83%A9%E3%82%B6%E3%83%BC%E3%82%BA
電磁幽体__妖精の物理学―PHysics PHenomenon PHantom―,電磁幽体,妖精の物理学―PHysics PHenomenon PHantom―,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_電撃小説大賞_第31回（2024年）大賞_妖精の物理学―PHysics PHenomenon PHantom―_電磁幽体,https://calil.jp/search?q=%E9%9B%BB%E7%A3%81%E5%B9%BD%E4%BD%93%20%E5%A6%96%E7%B2%BE%E3%81%AE%E7%89%A9%E7%90%86%E5%AD%A6%E2%80%95PHysics%20PHenomenon%20PHantom%E2%80%95
神宮寺文鷹__君の電波にノイズはいらない,神宮寺文鷹,君の電波にノイズはいらない,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_電撃小説大賞_第31回（2024年）金賞_君の電波にノイズはいらない_神宮寺文鷹,https://calil.jp/search?q=%E7%A5%9E%E5%AE%AE%E5%AF%BA%E6%96%87%E9%B7%B9%20%E5%90%9B%E3%81%AE%E9%9B%BB%E6%B3%A2%E3%81%AB%E3%83%8E%E3%82%A4%E3%82%BA%E3%81%AF%E3%81%84%E3%82%89%E3%81%AA%E3%81%84
アズマドウアンズ__古典確率では説明できない双子の相関やそれに関わる現象,アズマドウアンズ,古典確率では説明できない双子の相関やそれに関わる現象,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_電撃小説大賞_第31回（2024年）メディアワークス文庫賞_古典確率では説明できない双子の相関やそれに関わる現象_アズマドウアンズ,https://calil.jp/search?q=%E3%82%A2%E3%82%BA%E3%83%9E%E3%83%89%E3%82%A6%E3%82%A2%E3%83%B3%E3%82%BA%20%E5%8F%A4%E5%85%B8%E7%A2%BA%E7%8E%87%E3%81%A7%E3%81%AF%E8%AA%AC%E6%98%8E%E3%81%A7%E3%81%8D%E3%81%AA%E3%81%84%E5%8F%8C%E5%AD%90%E3%81%AE%E7%9B%B8%E9%96%A2%E3%82%84%E3%81%9D%E3%82%8C%E3%81%AB%E9%96%A2%E3%82%8F%E3%82%8B%E7%8F%BE%E8%B1%A1
姉崎あきか__タロットループの夏,姉崎あきか,タロットループの夏,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_電撃小説大賞_第31回（2024年）メディアワークス文庫賞_タロットループの夏_姉崎あきか,https://calil.jp/search?q=%E5%A7%89%E5%B4%8E%E3%81%82%E3%81%8D%E3%81%8B%20%E3%82%BF%E3%83%AD%E3%83%83%E3%83%88%E3%83%AB%E3%83%BC%E3%83%97%E3%81%AE%E5%A4%8F
中村文則__列,中村文則,列,4065333393,https://images-na.ssl-images-amazon.com/images/P/4065333393.09.LZZZZZZZ,2024_野間文芸賞_第77回/2024_列_中村文則,https://calil.jp/book/4065333393
豊永浩平__月ぬ走いや、馬ぬ走い,豊永浩平,月ぬ走いや、馬ぬ走い,4065363721,https://images-na.ssl-images-amazon.com/images/P/4065363721.09.LZZZZZZZ,2024_野間文芸新人賞_第46回/2024_月ぬ走いや、馬ぬ走い_豊永浩平,https://calil.jp/book/4065363721
伊達虔__遅い春,伊達虔,遅い春,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_論創ミステリ大賞_第3回（2024）受賞_遅い春_伊達虔,https://calil.jp/search?q=%E4%BC%8A%E9%81%94%E8%99%94%20%E9%81%85%E3%81%84%E6%98%A5
衣刀信吾__午前零時の評議室,衣刀信吾,午前零時の評議室,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_日本ミステリー文学大賞新人賞_第28回（2024年度）受賞_午前零時の評議室_衣刀信吾,https://calil.jp/search?q=%E8%A1%A3%E5%88%80%E4%BF%A1%E5%90%BE%20%E5%8D%88%E5%89%8D%E9%9B%B6%E6%99%82%E3%81%AE%E8%A9%95%E8%AD%B0%E5%AE%A4
柏村純__彷徨う虫,柏村純,彷徨う虫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_日本ミステリー文学大賞新人賞_第28回（2024年度）候補_彷徨う虫_柏村純,https://calil.jp/search?q=%E6%9F%8F%E6%9D%91%E7%B4%94%20%E5%BD%B7%E5%BE%A8%E3%81%86%E8%99%AB
榛葉丈__夏のかさぶた,榛葉丈,夏のかさぶた,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_日本ミステリー文学大賞新人賞_第28回（2024年度）候補_夏のかさぶた_榛葉丈,https://calil.jp/search?q=%E6%A6%9B%E8%91%89%E4%B8%88%20%E5%A4%8F%E3%81%AE%E3%81%8B%E3%81%95%E3%81%B6%E3%81%9F
雲井登一__シリコンゲーム,雲井登一,シリコンゲーム,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_日本ミステリー文学大賞新人賞_第28回（2024年度）候補_シリコンゲーム_雲井登一,https://calil.jp/search?q=%E9%9B%B2%E4%BA%95%E7%99%BB%E4%B8%80%20%E3%82%B7%E3%83%AA%E3%82%B3%E3%83%B3%E3%82%B2%E3%83%BC%E3%83%A0
花邑あきら__女衒事業者,花邑あきら,女衒事業者,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_大藪春彦新人賞_第8回（2024）受賞_女衒事業者_花邑あきら,https://calil.jp/search?q=%E8%8A%B1%E9%82%91%E3%81%82%E3%81%8D%E3%82%89%20%E5%A5%B3%E8%A1%92%E4%BA%8B%E6%A5%AD%E8%80%85
河野敬子__独り火,河野敬子,独り火,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_大藪春彦新人賞_第8回（2024）候補_独り火_河野敬子,https://calil.jp/search?q=%E6%B2%B3%E9%87%8E%E6%95%AC%E5%AD%90%20%E7%8B%AC%E3%82%8A%E7%81%AB
齋希知夏__生きる資格,齋希知夏,生きる資格,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_大藪春彦新人賞_第8回（2024）候補_生きる資格_齋希知夏,https://calil.jp/search?q=%E9%BD%8B%E5%B8%8C%E7%9F%A5%E5%A4%8F%20%E7%94%9F%E3%81%8D%E3%82%8B%E8%B3%87%E6%A0%BC
袴田敦史__支笏湖ジャンクション,袴田敦史,支笏湖ジャンクション,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_大藪春彦新人賞_第8回（2024）候補_支笏湖ジャンクション_袴田敦史,https://calil.jp/search?q=%E8%A2%B4%E7%94%B0%E6%95%A6%E5%8F%B2%20%E6%94%AF%E7%AC%8F%E6%B9%96%E3%82%B8%E3%83%A3%E3%83%B3%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3
流川小__スピーナ,流川小,スピーナ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_大藪春彦新人賞_第8回（2024）候補_スピーナ_流川 小,https://calil.jp/search?q=%E6%B5%81%E5%B7%9D%E5%B0%8F%20%E3%82%B9%E3%83%94%E3%83%BC%E3%83%8A
harao__日替わり彼女〜初恋はウソつきの始まり〜,harao,日替わり彼女〜初恋はウソつきの始まり〜,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_講談社ラノベ文庫新人賞_第19回（2024年）佳作_日替わり彼女〜初恋はウソつきの始まり〜_harao,https://calil.jp/search?q=harao%20%E6%97%A5%E6%9B%BF%E3%82%8F%E3%82%8A%E5%BD%BC%E5%A5%B3%E3%80%9C%E5%88%9D%E6%81%8B%E3%81%AF%E3%82%A6%E3%82%BD%E3%81%A4%E3%81%8D%E3%81%AE%E5%A7%8B%E3%81%BE%E3%82%8A%E3%80%9C
和歌師ヤモ__ナルシストとその信者。〜クラスのいじめられっ子を助けたら異様に距離が近くなった件〜,和歌師ヤモ,ナルシストとその信者。〜クラスのいじめられっ子を助けたら異様に距離が近くなった件〜,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_講談社ラノベ文庫新人賞_第19回（2024年）佳作_ナルシストとその信者。〜クラスのいじめられっ子を助けたら異様に距離が近くなった件〜_和歌師ヤモ,https://calil.jp/search?q=%E5%92%8C%E6%AD%8C%E5%B8%AB%E3%83%A4%E3%83%A2%20%E3%83%8A%E3%83%AB%E3%82%B7%E3%82%B9%E3%83%88%E3%81%A8%E3%81%9D%E3%81%AE%E4%BF%A1%E8%80%85%E3%80%82%E3%80%9C%E3%82%AF%E3%83%A9%E3%82%B9%E3%81%AE%E3%81%84%E3%81%98%E3%82%81%E3%82%89%E3%82%8C%E3%81%A3%E5%AD%90%E3%82%92%E5%8A%A9%E3%81%91%E3%81%9F%E3%82%89%E7%95%B0%E6%A7%98%E3%81%AB%E8%B7%9D%E9%9B%A2%E3%81%8C%E8%BF%91%E3%81%8F%E3%81%AA%E3%81%A3%E3%81%9F%E4%BB%B6%E3%80%9C
竹中篤通__片腕の刑事,竹中篤通,片腕の刑事,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ばらのまち福山ミステリー文学新人賞_第17回（2024年）受賞_片腕の刑事_竹中篤通,https://calil.jp/search?q=%E7%AB%B9%E4%B8%AD%E7%AF%A4%E9%80%9A%20%E7%89%87%E8%85%95%E3%81%AE%E5%88%91%E4%BA%8B
清水靖幸__春がいっぱい,清水靖幸,春がいっぱい,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ばらのまち福山ミステリー文学新人賞_第17回（2024年）候補_春がいっぱい_清水靖幸,https://calil.jp/search?q=%E6%B8%85%E6%B0%B4%E9%9D%96%E5%B9%B8%20%E6%98%A5%E3%81%8C%E3%81%84%E3%81%A3%E3%81%B1%E3%81%84
伊達俊介__レイン・キャッツ・アンド・ドッグス -Rain cats and dogs-,伊達俊介,レイン・キャッツ・アンド・ドッグス -Rain cats and dogs-,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ばらのまち福山ミステリー文学新人賞_第17回（2024年）候補_レイン・キャッツ・アンド・ドッグス -Rain cats and dogs-_伊達俊介,https://calil.jp/search?q=%E4%BC%8A%E9%81%94%E4%BF%8A%E4%BB%8B%20%E3%83%AC%E3%82%A4%E3%83%B3%E3%83%BB%E3%82%AD%E3%83%A3%E3%83%83%E3%83%84%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%89%E3%83%BB%E3%83%89%E3%83%83%E3%82%B0%E3%82%B9%20-Rain%20cats%20and%20dogs-
永野茜__しおちゃんこの歌,永野茜,しおちゃんこの歌,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ばらのまち福山ミステリー文学新人賞_第17回（2024年）候補_しおちゃんこの歌_永野茜,https://calil.jp/search?q=%E6%B0%B8%E9%87%8E%E8%8C%9C%20%E3%81%97%E3%81%8A%E3%81%A1%E3%82%83%E3%82%93%E3%81%93%E3%81%AE%E6%AD%8C
阿宗福子（明里桜良）__宝蔵山誌,明里桜良,宝蔵山誌,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2025_日本ファンタジーノベル大賞_2025年大賞_宝蔵山誌_明里桜良,https://calil.jp/search?q=%E6%98%8E%E9%87%8C%E6%A1%9C%E8%89%AF%20%E5%AE%9D%E8%94%B5%E5%B1%B1%E8%AA%8C
眞道直美__獣少女は陰謀と踊る,眞道直美,獣少女は陰謀と踊る,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2025_日本ファンタジーノベル大賞_2025年候補_獣少女は陰謀と踊る_眞道直美,https://calil.jp/search?q=%E7%9C%9E%E9%81%93%E7%9B%B4%E7%BE%8E%20%E7%8D%A3%E5%B0%91%E5%A5%B3%E3%81%AF%E9%99%B0%E8%AC%80%E3%81%A8%E8%B8%8A%E3%82%8B
笹木一__鬼大家、坊主に家を貸す,笹木一,鬼大家、坊主に家を貸す,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2025_日本ファンタジーノベル大賞_2025年候補_鬼大家、坊主に家を貸す_笹木一,https://calil.jp/search?q=%E7%AC%B9%E6%9C%A8%E4%B8%80%20%E9%AC%BC%E5%A4%A7%E5%AE%B6%E3%80%81%E5%9D%8A%E4%B8%BB%E3%81%AB%E5%AE%B6%E3%82%92%E8%B2%B8%E3%81%99
国方はるみ__おれのGO先祖,国方はるみ,おれのGO先祖,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2025_日本ファンタジーノベル大賞_2025年候補_おれのGO先祖_国方はるみ,https://calil.jp/search?q=%E5%9B%BD%E6%96%B9%E3%81%AF%E3%82%8B%E3%81%BF%20%E3%81%8A%E3%82%8C%E3%81%AEGO%E5%85%88%E7%A5%96
蝉谷めぐ実__万両役者の扇,蝉谷めぐ実,万両役者の扇,410355651X,https://images-na.ssl-images-amazon.com/images/P/410355651X.09.LZZZZZZZ,2024_山田風太郎賞_第15回（2024年度）受賞_万両役者の扇_蝉谷めぐ実,https://calil.jp/book/410355651X
河野裕__彗星を追うヴァンパイア,河野裕,彗星を追うヴァンパイア,4041149606,https://images-na.ssl-images-amazon.com/images/P/4041149606.09.LZZZZZZZ,2024_山田風太郎賞_第15回（2024年度）候補_彗星を追うヴァンパイア_河野裕,https://calil.jp/book/4041149606
逢坂冬馬__歌われなかった海賊へ,逢坂冬馬,歌われなかった海賊へ,4152102756,https://images-na.ssl-images-amazon.com/images/P/4152102756.09.LZZZZZZZ,2024_山田風太郎賞_第15回（2024年度）候補_歌われなかった海賊へ_逢坂冬馬,https://calil.jp/book/4152102756
早見和真__アルプス席の母,早見和真,アルプス席の母,4093867135,https://images-na.ssl-images-amazon.com/images/P/4093867135.09.LZZZZZZZ,2024_山田風太郎賞_第15回（2024年度）候補_アルプス席の母_早見和真,https://calil.jp/book/4093867135
長浦京__１９４７,長浦京,１９４７,433410200X,https://images-na.ssl-images-amazon.com/images/P/433410200X.09.LZZZZZZZ,2024_山田風太郎賞_第15回（2024年度）候補_１９４７_長浦京,https://calil.jp/book/433410200X
佐藤究__幽玄Ｆ,佐藤究,幽玄Ｆ,4309031382,https://images-na.ssl-images-amazon.com/images/P/4309031382.09.LZZZZZZZ,2024_柴田錬三郎賞_第37回（2024年度）受賞_幽玄Ｆ_佐藤究,https://calil.jp/book/4309031382
原田マハ__板上に咲く,原田マハ,板上に咲く,4344042395,https://images-na.ssl-images-amazon.com/images/P/4344042395.09.LZZZZZZZ,2024_泉鏡花文学賞_第52回（2024年度）受賞_板上に咲く_原田マハ,https://calil.jp/book/4344042395
竹中優子__ダンス,竹中優子,ダンス,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_新潮新人賞_第56回（2024年）_ダンス_竹中優子,https://calil.jp/search?q=%E7%AB%B9%E4%B8%AD%E5%84%AA%E5%AD%90%20%E3%83%80%E3%83%B3%E3%82%B9
仁科斂__さびしさは一個の廃墟,仁科斂,さびしさは一個の廃墟,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_新潮新人賞_第56回（2024年）_さびしさは一個の廃墟_仁科斂,https://calil.jp/search?q=%E4%BB%81%E7%A7%91%E6%96%82%20%E3%81%95%E3%81%B3%E3%81%97%E3%81%95%E3%81%AF%E4%B8%80%E5%80%8B%E3%81%AE%E5%BB%83%E5%A2%9F
松下龍之介__一次元の挿し木(仮),松下龍之介,一次元の挿し木(仮),,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_『このミステリーがすごい!』大賞_第23回（2024年）文庫グランプリ_一次元の挿し木（仮）_松下龍之介,https://calil.jp/search?q=%E6%9D%BE%E4%B8%8B%E9%BE%8D%E4%B9%8B%E4%BB%8B%20%E4%B8%80%E6%AC%A1%E5%85%83%E3%81%AE%E6%8C%BF%E3%81%97%E6%9C%A8%28%E4%BB%AE%29
香坂鮪__どうせそろそろ死ぬんだし(仮),香坂鮪,どうせそろそろ死ぬんだし(仮),,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_『このミステリーがすごい!』大賞_第23回（2024年）文庫グランプリ_どうせそろそろ死ぬんだし（仮）_香坂鮪,https://calil.jp/search?q=%E9%A6%99%E5%9D%82%E9%AE%AA%20%E3%81%A9%E3%81%86%E3%81%9B%E3%81%9D%E3%82%8D%E3%81%9D%E3%82%8D%E6%AD%BB%E3%81%AC%E3%82%93%E3%81%A0%E3%81%97%28%E4%BB%AE%29
土屋うさぎ__謎の香りはパン屋から,土屋うさぎ,謎の香りはパン屋から,4299062647,https://images-na.ssl-images-amazon.com/images/P/4299062647.09.LZZZZZZZ,2024_『このミステリーがすごい!』大賞_第23回（2024年）大賞_謎の香りはパン屋から_土屋うさぎ,https://calil.jp/book/4299062647
二礼樹__悪徳を喰らう,二礼樹,悪徳を喰らう,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_新潮ミステリー大賞_第11回（2024年）大賞_悪徳を喰らう_二礼樹,https://calil.jp/search?q=%E4%BA%8C%E7%A4%BC%E6%A8%B9%20%E6%82%AA%E5%BE%B3%E3%82%92%E5%96%B0%E3%82%89%E3%81%86
夜迎樹__召喚学園の生徒だけど守護獣が異形すぎて邪教徒だと疑われています,夜迎樹,召喚学園の生徒だけど守護獣が異形すぎて邪教徒だと疑われています,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ファンタジア大賞_第37回（2024年）大賞_召喚学園の生徒だけど守護獣が異形すぎて邪教徒だと疑われています_夜迎樹,https://calil.jp/search?q=%E5%A4%9C%E8%BF%8E%E6%A8%B9%20%E5%8F%AC%E5%96%9A%E5%AD%A6%E5%9C%92%E3%81%AE%E7%94%9F%E5%BE%92%E3%81%A0%E3%81%91%E3%81%A9%E5%AE%88%E8%AD%B7%E7%8D%A3%E3%81%8C%E7%95%B0%E5%BD%A2%E3%81%99%E3%81%8E%E3%81%A6%E9%82%AA%E6%95%99%E5%BE%92%E3%81%A0%E3%81%A8%E7%96%91%E3%82%8F%E3%82%8C%E3%81%A6%E3%81%84%E3%81%BE%E3%81%99
右弍沙節__聖剣、オリーブ、祈りの青,右弍沙節,聖剣、オリーブ、祈りの青,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ファンタジア大賞_第37回（2024年）銀賞_聖剣、オリーブ、祈りの青_右弍沙節,https://calil.jp/search?q=%E5%8F%B3%E5%BC%8D%E6%B2%99%E7%AF%80%20%E8%81%96%E5%89%A3%E3%80%81%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E3%80%81%E7%A5%88%E3%82%8A%E3%81%AE%E9%9D%92
ショーン田中__世界を滅ぼしかけて偉そうにするんじゃない-,ショーン田中,世界を滅ぼしかけて偉そうにするんじゃない-,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ファンタジア大賞_第37回（2024年）金賞_世界を滅ぼしかけて偉そうにするんじゃない-_ショーン田中,https://calil.jp/search?q=%E3%82%B7%E3%83%A7%E3%83%BC%E3%83%B3%E7%94%B0%E4%B8%AD%20%E4%B8%96%E7%95%8C%E3%82%92%E6%BB%85%E3%81%BC%E3%81%97%E3%81%8B%E3%81%91%E3%81%A6%E5%81%89%E3%81%9D%E3%81%86%E3%81%AB%E3%81%99%E3%82%8B%E3%82%93%E3%81%98%E3%82%83%E3%81%AA%E3%81%84-
八火照__クラウド・スレッド──ディストピア・オーバー・インフェルノ,八火照,クラウド・スレッド──ディストピア・オーバー・インフェルノ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ファンタジア大賞_第37回（2024年）橘公司特別賞_クラウド・スレッド──ディストピア・オーバー・インフェルノ_八火照,https://calil.jp/search?q=%E5%85%AB%E7%81%AB%E7%85%A7%20%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%89%E3%83%BB%E3%82%B9%E3%83%AC%E3%83%83%E3%83%89%E2%94%80%E2%94%80%E3%83%87%E3%82%A3%E3%82%B9%E3%83%88%E3%83%94%E3%82%A2%E3%83%BB%E3%82%AA%E3%83%BC%E3%83%90%E3%83%BC%E3%83%BB%E3%82%A4%E3%83%B3%E3%83%95%E3%82%A7%E3%83%AB%E3%83%8E
坂巻蝸牛（逆巻蝸牛）__貧乏学生の戦争回避術（女王陛下に婿入りしたカラス）,逆巻蝸牛,貧乏学生の戦争回避術（女王陛下に婿入りしたカラス）,4040754166,https://images-na.ssl-images-amazon.com/images/P/4040754166.09.LZZZZZZZ,2023_ファンタジア大賞_第36回（2023年）銀賞_貧乏学生の戦争回避術（女王陛下に婿入りしたカラス）_坂巻蝸牛（逆巻蝸牛）,https://calil.jp/book/4040754166
可笑林__血眼紀行（血眼回収紀行）,可笑林,血眼紀行（血眼回収紀行）,4040753089,https://images-na.ssl-images-amazon.com/images/P/4040753089.09.LZZZZZZZ,2023_ファンタジア大賞_第36回（2023年）銀賞_血眼紀行（血眼回収紀行）_可笑林,https://calil.jp/book/4040753089
新田漣__バックドロップ・センターマイク（君と笑顔が見たいだけ）,新田漣,バックドロップ・センターマイク（君と笑顔が見たいだけ）,4040753100,https://images-na.ssl-images-amazon.com/images/P/4040753100.09.LZZZZZZZ,2023_ファンタジア大賞_第36回（2023年）金賞_バックドロップ・センターマイク（君と笑顔が見たいだけ）_新田漣,https://calil.jp/book/4040753100
須藤アンナ__グッナイ・ナタリー・クローバー,須藤アンナ,グッナイ・ナタリー・クローバー,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_小説すばる新人賞_第37回（2024年）_グッナイ・ナタリー・クローバー_須藤アンナ,https://calil.jp/search?q=%E9%A0%88%E8%97%A4%E3%82%A2%E3%83%B3%E3%83%8A%20%E3%82%B0%E3%83%83%E3%83%8A%E3%82%A4%E3%83%BB%E3%83%8A%E3%82%BF%E3%83%AA%E3%83%BC%E3%83%BB%E3%82%AF%E3%83%AD%E3%83%BC%E3%83%90%E3%83%BC
荒川衣歩__古手屋てまり 長崎出島と紅い石,荒川衣歩,古手屋てまり 長崎出島と紅い石,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_講談社児童文学新人賞_第65回（2024年度）受賞_古手屋てまり 長崎出島と紅い石_荒川衣歩,https://calil.jp/search?q=%E8%8D%92%E5%B7%9D%E8%A1%A3%E6%AD%A9%20%E5%8F%A4%E6%89%8B%E5%B1%8B%E3%81%A6%E3%81%BE%E3%82%8A%20%E9%95%B7%E5%B4%8E%E5%87%BA%E5%B3%B6%E3%81%A8%E7%B4%85%E3%81%84%E7%9F%B3
カリベユウキ__マイ・ゴーストリー・フレンド,カリベユウキ,マイ・ゴーストリー・フレンド,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2024_ハヤカワ・SFコンテスト_第12回（2024年）優秀賞_マイ・ゴーストリー・フレンド_カリベユウキ,https://calil.jp/search?q=%E3%82%AB%E3%83%AA%E3%83%99%E3%83%A6%E3%82%A6%E3%82%AD%20%E3%83%9E%E3%82%A4%E3%83%BB%E3%82%B4%E3%83%BC%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%95%E3%83%AC%E3%83%B3%E3%83%89
